Urban,Pop2010,OHU2010,PovertyRate,MedianFamilyIncome,TractLOWI,LA1and10
1,4278,1107,18.9,43077.0,2126.0,0
1,2161,716,5.3,112404.0,364.0,0
1,512,0,91.6,,131.0,0
1,4604,1212,27.5,33413.0,2668.0,0
1,1166,381,7.5,112557.0,252.0,0
1,1956,515,2.5,106000.0,221.0,0
1,3381,782,18.8,61164.0,1193.0,0
1,6476,2142,23.6,37203.0,3978.0,0
1,4790,1197,24.2,40375.0,2100.0,0
1,3669,1111,14.1,57140.0,1481.0,0
1,4033,1414,33.6,37375.0,1839.0,0
1,5223,1499,18.2,54950.0,2105.0,0
1,3236,930,24.4,50417.0,1992.0,0
1,3367,1261,17.1,58177.0,1356.0,0
1,4596,1333,32.5,42125.0,2573.0,0
1,2571,778,30.7,57625.0,1508.0,0
1,1943,558,7.2,101591.0,388.0,0
1,1153,209,4.3,64911.0,190.0,0
1,4773,1481,14.8,45667.0,1916.0,0
1,12330,4502,18.2,49508.0,6912.0,0
1,1338,357,17.0,77083.0,420.0,0
1,3355,1086,15.7,71000.0,988.0,0
1,2016,643,7.5,70795.0,723.0,0
1,3975,1110,10.4,62039.0,1203.0,0
1,6006,1928,18.1,41058.0,3243.0,0
1,3089,787,17.8,56023.0,1127.0,0
1,7296,2069,8.6,56213.0,2945.0,0
1,4284,1110,12.6,50775.0,1802.0,0
1,1643,515,10.1,113542.0,323.0,0
1,4247,1030,16.9,57011.0,1650.0,0
1,3058,1354,7.3,54006.0,981.0,0
1,7112,2047,23.1,35724.0,4087.0,0
1,3829,1074,12.2,69405.0,1122.0,0
1,8570,2604,17.7,59079.0,3917.0,0
1,3247,867,15.4,65991.0,1165.0,0
1,4425,1346,23.7,44141.0,2646.0,0
1,3760,1287,7.4,70048.0,889.0,0
1,3997,1536,12.4,58510.0,1559.0,0
1,4835,1589,14.8,68060.0,1375.0,0
1,1326,429,4.6,142656.0,106.0,0
1,5294,2149,5.1,86646.0,1294.0,0
1,5456,1764,21.7,59069.0,2152.0,0
1,2506,682,5.0,68009.0,644.0,0
1,6781,2289,11.8,51219.0,3216.0,0
1,1452,387,13.1,92188.0,343.0,0
1,4047,1242,14.3,53750.0,1761.0,0
1,4979,1437,6.5,98021.0,599.0,0
1,4598,1490,9.3,76583.0,1405.0,0
1,1486,427,12.3,64040.0,444.0,0
1,4750,1798,6.6,73420.0,1075.0,0
1,2134,727,8.2,101484.0,572.0,0
1,2811,930,5.6,77240.0,615.0,0
1,1358,507,7.3,105917.0,239.0,0
1,3030,833,6.0,89803.0,634.0,0
1,3021,982,7.2,74293.0,1021.0,0
1,5071,1605,9.1,61864.0,1810.0,0
1,4323,1514,16.9,56607.0,1648.0,0
1,1410,405,8.4,90833.0,343.0,0
1,1344,377,11.2,69286.0,368.0,0
1,1831,536,5.9,82396.0,642.0,0
1,1657,643,6.9,76346.0,488.0,0
1,1553,448,9.0,85313.0,453.0,0
1,3442,1311,13.5,82661.0,1735.0,0
1,1837,566,14.5,120284.0,419.0,0
1,1540,439,13.0,94032.0,404.0,0
1,2097,771,3.5,107604.0,318.0,0
1,2619,699,8.7,84309.0,684.0,0
1,2367,826,6.0,84345.0,458.0,0
1,2852,1150,9.5,95313.0,765.0,0
1,1866,547,14.4,67969.0,715.0,0
1,1957,752,8.3,91000.0,623.0,0
1,1931,570,10.1,88333.0,289.0,0
1,1521,432,8.4,73688.0,214.0,0
1,1983,711,11.1,91250.0,809.0,0
1,1532,465,2.5,94750.0,251.0,0
1,1739,523,10.3,92333.0,349.0,0
1,2063,750,16.8,86953.0,676.0,0
1,1802,534,13.8,82759.0,423.0,0
1,1442,445,8.2,86125.0,367.0,0
1,2240,657,2.9,83889.0,445.0,0
1,3114,1207,9.1,81250.0,1046.0,0
1,1675,541,9.8,90066.0,365.0,0
1,1907,592,4.8,71875.0,630.0,0
1,1123,386,17.7,58068.0,398.0,0
1,1577,448,4.7,96875.0,375.0,0
1,1755,465,10.9,82292.0,384.0,0
1,4147,1349,11.8,96339.0,1246.0,0
1,4222,1176,14.0,76094.0,1468.0,0
1,5074,1414,8.3,76534.0,969.0,0
1,3722,1214,17.5,53241.0,1597.0,0
1,4643,1367,10.1,62500.0,2269.0,0
1,2319,614,7.7,74250.0,556.0,0
1,5308,1609,15.1,47730.0,2654.0,0
1,4573,1610,17.0,51910.0,1507.0,0
1,3064,1009,9.5,70938.0,1077.0,0
1,2454,750,22.4,44911.0,1353.0,0
1,2303,728,11.1,72679.0,844.0,0
1,2147,661,20.9,67000.0,720.0,0
1,2153,610,8.1,77961.0,589.0,0
1,3915,1331,14.5,63421.0,1558.0,0
1,1732,499,8.1,105417.0,219.0,0
1,1217,396,21.9,47083.0,481.0,0
1,1647,485,2.6,81000.0,547.0,0
1,73,28,0.0,100000.0,14.0,0
1,1517,442,6.5,101094.0,369.0,0
1,1783,529,6.9,64167.0,391.0,0
1,1567,462,13.8,56667.0,556.0,0
1,1487,428,7.9,74286.0,550.0,0
1,4574,1520,4.5,91994.0,653.0,0
1,4550,1415,4.3,93750.0,1187.0,0
1,3625,1308,10.9,72338.0,1010.0,0
1,1592,611,9.2,65625.0,401.0,0
1,3641,1086,8.2,95357.0,1017.0,0
1,2662,1027,11.7,76500.0,1000.0,0
1,4490,1338,8.1,99135.0,1005.0,0
1,3254,1204,5.0,79583.0,857.0,0
1,4062,1476,5.7,84653.0,1181.0,0
1,3296,1301,8.8,57580.0,1215.0,0
1,4196,1559,20.4,57742.0,2045.0,0
1,1074,353,1.5,89792.0,278.0,0
1,5826,2016,8.2,69739.0,1396.0,0
1,1280,409,3.8,137188.0,126.0,0
1,3881,1501,9.3,59674.0,1106.0,0
1,1537,508,2.5,107321.0,173.0,0
1,4700,1659,12.2,75417.0,1500.0,0
1,1304,421,6.4,106429.0,286.0,0
1,1643,542,5.4,95909.0,257.0,0
1,1525,574,10.9,73750.0,347.0,0
1,1056,367,1.6,121250.0,103.0,0
1,2111,791,13.9,81731.0,530.0,0
1,1706,661,14.4,90625.0,591.0,0
1,1381,455,5.1,89219.0,99.0,0
1,25,10,0.0,,0.0,0
1,1413,431,3.6,111389.0,250.0,0
1,1268,399,2.0,130288.0,107.0,0
1,1597,479,1.6,134779.0,42.0,0
1,5295,1887,12.1,83545.0,1578.0,0
1,19,11,0.0,,0.0,0
1,1234,371,6.3,115515.0,146.0,0
1,2180,684,3.5,111964.0,214.0,0
1,1152,352,2.0,119063.0,58.0,0
1,1583,675,4.4,100735.0,228.0,0
1,2783,1127,7.3,101250.0,504.0,0
1,1440,475,4.2,113750.0,115.0,0
1,2746,1052,15.0,80313.0,474.0,0
1,1983,629,5.3,107063.0,198.0,0
1,1789,751,8.5,96131.0,398.0,0
1,1,1,0.0,,0.0,0
1,2388,891,5.4,94750.0,446.0,0
1,2620,826,10.4,95833.0,591.0,0
1,2879,1036,6.0,81080.0,695.0,0
1,2782,1067,5.4,78036.0,578.0,0
1,1579,499,2.3,129861.0,161.0,0
1,2134,663,2.8,101477.0,382.0,0
1,1416,564,8.0,100909.0,254.0,0
1,1476,577,6.8,95781.0,218.0,0
1,2513,968,19.1,83950.0,729.0,0
1,3148,1169,7.8,105208.0,422.0,0
1,3425,990,6.1,125917.0,681.0,0
1,2747,1083,9.0,71250.0,418.0,0
1,1960,903,8.2,84659.0,418.0,0
1,113,61,0.0,,0.0,0
1,1979,759,16.1,88804.0,525.0,0
1,2829,923,6.9,90583.0,650.0,0
1,2650,841,5.2,97313.0,271.0,0
1,2788,852,8.2,91705.0,943.0,0
1,4853,1448,10.0,102955.0,1170.0,0
1,1675,733,10.0,86250.0,416.0,0
1,2597,1054,4.4,101190.0,459.0,0
1,1666,688,5.2,106429.0,240.0,0
1,3233,988,5.1,83750.0,1008.0,0
1,1495,644,3.7,120313.0,228.0,0
1,2601,958,3.3,117000.0,210.0,0
1,9612,2942,8.6,90561.0,1063.0,0
1,3275,1420,7.1,117042.0,496.0,0
1,2575,1034,6.1,86656.0,626.0,0
1,1706,708,5.3,89000.0,340.0,0
1,2100,836,4.4,122697.0,302.0,0
1,1786,687,2.9,142717.0,190.0,0
1,4094,1656,12.0,47917.0,1748.0,0
1,4708,1474,3.7,95664.0,1000.0,1
1,1102,363,12.7,90000.0,162.0,0
1,4210,1554,14.3,55071.0,1265.0,0
1,4630,1871,10.1,75673.0,1206.0,0
1,3252,1009,6.7,79697.0,800.0,1
1,2883,1259,26.2,85741.0,1173.0,0
1,3314,1013,17.1,82796.0,841.0,1
1,2128,829,11.9,81705.0,613.0,0
1,3616,1671,17.4,98409.0,1044.0,0
1,3911,1485,6.8,92125.0,623.0,0
1,2010,805,2.8,71316.0,487.0,0
1,2303,932,7.2,114306.0,402.0,0
1,2483,1021,7.8,135000.0,393.0,0
1,5272,2725,6.6,104073.0,756.0,0
1,4973,2599,5.9,105729.0,668.0,0
1,6136,3115,17.7,86250.0,2089.0,0
1,4871,2426,6.4,90344.0,1002.0,0
1,5811,2749,8.2,93698.0,1048.0,0
1,5161,2449,14.9,74904.0,1653.0,0
1,3921,1848,15.3,61359.0,1173.0,0
1,2630,960,21.4,54531.0,826.0,0
1,4963,2240,21.1,65538.0,1580.0,0
1,2127,817,5.9,176875.0,201.0,0
1,1363,501,5.1,126133.0,153.0,0
1,1515,564,4.7,126667.0,234.0,0
1,2042,1125,6.7,120694.0,246.0,0
1,5028,2619,6.2,134844.0,770.0,0
1,3015,1547,6.9,95455.0,527.0,0
1,4221,1819,8.8,64967.0,1194.0,0
1,3571,1528,15.0,67525.0,1508.0,0
1,3386,1289,14.4,84100.0,903.0,0
1,1453,543,4.5,207813.0,129.0,0
1,4678,2548,6.9,126750.0,683.0,0
1,4481,2225,11.4,125236.0,892.0,0
1,4056,2151,4.5,140824.0,501.0,0
1,1371,645,7.2,94821.0,281.0,0
1,2234,1118,7.1,73910.0,407.0,0
1,2273,1036,6.8,155956.0,272.0,0
1,5263,1735,10.1,89978.0,989.0,0
1,2972,1155,12.8,92344.0,793.0,0
1,6155,2163,4.0,71161.0,2180.0,0
1,2455,1161,5.3,73056.0,443.0,0
1,3633,1414,8.1,69435.0,1072.0,0
1,3193,1003,26.4,74792.0,1281.0,0
1,3755,1322,25.2,50833.0,1841.0,0
1,1818,517,12.1,101196.0,569.0,0
1,2549,777,15.5,72083.0,716.0,0
1,2280,732,11.1,95787.0,447.0,0
1,1,1,0.0,,0.0,0
1,7055,2803,24.4,39898.0,3837.0,0
1,4502,1514,22.5,39409.0,3047.0,0
1,3425,1033,23.8,42578.0,1311.0,0
1,4382,1315,12.5,51940.0,2051.0,0
1,3504,1103,10.9,68346.0,1255.0,0
1,6850,2682,8.0,70179.0,1667.0,0
1,3543,998,16.8,64483.0,1354.0,0
1,3478,1007,21.5,65362.0,1772.0,0
1,5388,1679,13.4,58013.0,2388.0,0
1,4970,1504,6.9,98934.0,1000.0,0
1,6478,1871,10.4,67778.0,2272.0,0
1,5318,2071,24.4,36786.0,2474.0,0
1,2730,862,8.3,87857.0,706.0,0
1,1053,246,21.8,61563.0,502.0,0
1,7642,2347,40.1,30275.0,4611.0,0
1,5764,2075,30.5,43646.0,2888.0,0
1,6649,2568,15.1,39856.0,3743.0,0
1,5953,1896,21.3,38276.0,2366.0,0
1,5873,2006,17.1,50759.0,2301.0,0
1,2370,851,19.5,47014.0,873.0,0
1,7277,2628,16.9,52072.0,3158.0,0
1,2634,789,16.7,67159.0,964.0,0
1,4514,2128,31.7,29988.0,2390.0,0
1,2131,733,31.2,32188.0,1345.0,0
1,1752,642,24.0,42778.0,1283.0,0
1,7337,2799,4.9,99643.0,1778.0,0
1,10266,4172,16.4,52550.0,4248.0,0
1,7430,2632,5.2,93889.0,1461.0,0
1,1355,448,9.2,72321.0,432.0,0
1,4079,1736,3.1,128833.0,229.0,1
1,17,8,0.0,,0.0,1
1,5766,1658,13.0,53824.0,1857.0,0
1,2206,809,0.9,168125.0,82.0,1
1,3681,1218,20.5,61719.0,1747.0,0
1,3246,1168,2.4,168836.0,226.0,1
1,6496,2166,10.3,63545.0,2328.0,0
1,3789,1444,6.0,96583.0,701.0,0
1,3657,1652,9.0,122443.0,824.0,0
1,5218,2353,25.6,86230.0,1745.0,0
1,4400,1539,8.8,67217.0,1397.0,0
1,3380,1167,9.6,70000.0,1238.0,0
1,4700,1695,19.6,47054.0,2146.0,0
1,5369,2575,11.0,70743.0,2303.0,0
1,3971,1375,6.1,90208.0,949.0,0
1,2577,824,17.4,54853.0,855.0,0
1,5368,1680,24.6,59080.0,1930.0,0
1,4441,1230,20.0,76830.0,1707.0,0
1,2795,975,43.5,37083.0,1827.0,0
1,6865,2304,36.2,30810.0,4858.0,0
1,3544,1084,18.7,41000.0,1658.0,0
1,2016,735,2.5,104000.0,185.0,0
1,2249,792,9.0,97500.0,444.0,0
1,2444,917,4.1,115481.0,444.0,0
1,6507,2933,3.3,109385.0,877.0,0
1,3803,1187,24.6,56638.0,2272.0,0
1,2670,1213,8.5,110938.0,372.0,0
1,3892,1845,3.7,108320.0,328.0,0
1,6868,3805,10.1,92225.0,1402.0,0
1,2632,1064,7.7,136944.0,314.0,0
1,7608,2455,9.0,84489.0,2175.0,0
1,5283,2615,32.2,58750.0,3391.0,0
1,2327,618,6.8,97188.0,415.0,0
1,8106,2303,16.3,64175.0,2749.0,0
1,9943,3237,21.5,51610.0,4866.0,0
1,4138,1584,14.7,81600.0,1765.0,0
1,5689,2419,5.2,93281.0,897.0,0
1,3319,1251,5.2,85417.0,925.0,0
1,6456,1915,31.2,49464.0,3543.0,0
1,6197,1719,21.3,54028.0,4503.0,0
1,4116,1487,6.2,113033.0,855.0,0
1,6151,2169,8.6,79934.0,1420.0,0
1,7314,2771,7.9,62396.0,2368.0,0
1,3556,1290,6.3,91563.0,909.0,0
1,2443,915,5.3,115179.0,335.0,1
1,2613,938,13.3,88472.0,507.0,0
1,3034,1045,11.2,93173.0,632.0,0
1,1887,648,1.6,105000.0,126.0,0
1,3277,1156,6.8,74531.0,853.0,0
1,2559,862,12.9,106667.0,525.0,0
1,2102,810,11.6,115139.0,398.0,0
1,2242,884,6.3,115259.0,273.0,0
1,1537,634,3.5,108668.0,156.0,0
1,3322,1403,10.0,57260.0,1127.0,0
1,2406,855,6.4,122292.0,455.0,0
1,1673,602,4.4,98750.0,257.0,0
1,1116,378,0.4,77500.0,332.0,0
1,2114,695,9.1,52568.0,1071.0,0
1,3388,1245,19.2,69758.0,1214.0,0
1,3991,1404,17.4,66216.0,1549.0,0
1,4589,1528,32.4,38462.0,2144.0,0
1,9104,2772,29.4,36186.0,5444.0,0
1,2067,651,31.5,48500.0,901.0,0
1,2743,945,16.0,63646.0,969.0,0
1,4990,1909,9.2,74441.0,1320.0,0
1,1840,674,15.6,67000.0,485.0,0
1,2114,698,18.7,44702.0,1026.0,0
1,2521,769,13.1,45000.0,1135.0,0
1,2468,732,13.8,66053.0,699.0,0
1,3273,1072,20.3,46667.0,1634.0,0
1,2252,763,12.9,61750.0,807.0,0
1,1349,440,8.1,74279.0,295.0,0
1,1507,472,10.7,60855.0,577.0,0
1,1668,480,15.0,52708.0,767.0,0
1,1642,489,22.6,63864.0,642.0,0
1,3024,990,37.6,35125.0,1819.0,0
1,2794,890,4.7,80568.0,950.0,0
1,4101,1277,18.4,63646.0,1615.0,0
1,3533,1161,14.5,83170.0,995.0,0
1,10910,4224,6.8,71458.0,3883.0,0
1,6427,2734,37.6,33170.0,4629.0,0
1,3897,1279,13.9,76125.0,1046.0,0
1,3550,1164,13.8,91705.0,869.0,0
1,3203,1006,15.1,56908.0,1146.0,0
1,1660,555,14.7,78813.0,623.0,0
1,4057,678,30.8,102500.0,1090.0,0
1,3633,1152,2.1,156757.0,349.0,0
1,73,45,0.0,,0.0,0
1,3341,1242,6.1,127461.0,462.0,0
1,3566,1945,12.2,93373.0,824.0,0
1,4102,1863,3.7,108214.0,878.0,0
1,3791,1521,4.0,105602.0,651.0,0
1,3679,1304,9.4,96838.0,921.0,0
1,1302,431,7.2,117138.0,228.0,0
1,3259,1047,10.1,81705.0,915.0,0
1,9572,3870,12.3,74123.0,2555.0,0
1,5879,2355,14.4,77879.0,1694.0,0
1,6606,2335,9.2,75603.0,1558.0,0
1,4743,1457,7.1,94769.0,1272.0,0
1,72,0,57.5,,23.0,0
1,1744,564,2.9,111250.0,314.0,0
1,2302,775,3.0,77688.0,304.0,0
1,914,299,6.9,106667.0,218.0,0
1,2603,854,6.9,102717.0,580.0,0
1,4475,1493,4.6,92548.0,1126.0,0
1,3624,1242,3.6,86406.0,679.0,0
1,2199,727,8.3,93705.0,472.0,0
1,2926,1180,10.6,110375.0,562.0,0
1,2927,948,12.1,90385.0,777.0,0
1,1360,465,16.7,88000.0,289.0,0
1,2468,778,9.2,95179.0,556.0,0
1,2772,942,6.2,100417.0,823.0,0
1,3000,987,3.9,75977.0,677.0,0
1,2736,1266,7.4,83000.0,439.0,0
1,3341,1310,10.7,97222.0,773.0,0
1,4241,1690,8.5,98285.0,1015.0,0
1,2863,1023,1.1,140094.0,289.0,0
1,2930,1061,4.0,149669.0,291.0,0
1,3178,1205,2.2,114375.0,578.0,0
1,6401,2528,8.0,99544.0,1329.0,0
1,5126,2182,7.0,102969.0,882.0,0
1,1806,1362,10.6,103208.0,324.0,0
1,8185,3405,7.8,99926.0,1002.0,0
1,1790,265,31.3,120125.0,461.0,0
1,7216,2452,5.0,103504.0,1964.0,0
1,1996,576,17.7,100455.0,637.0,0
1,4800,1733,4.3,130592.0,768.0,0
1,3836,1107,4.0,120682.0,885.0,0
1,3944,1330,8.1,85335.0,1072.0,0
1,4297,1468,4.6,115969.0,654.0,0
1,6197,1966,13.5,80870.0,1842.0,0
1,4582,1850,28.7,35619.0,2547.0,0
1,4182,1968,19.9,45625.0,2522.0,0
1,3069,1229,18.4,56842.0,1016.0,0
1,2432,880,48.6,23182.0,1746.0,0
1,2125,819,37.9,41528.0,1352.0,0
1,2546,724,38.3,57759.0,1116.0,0
1,5001,2407,34.7,40278.0,2644.0,0
1,1696,905,16.1,55714.0,708.0,0
1,2901,1271,27.1,51090.0,1531.0,1
1,3827,1574,25.1,62727.0,1571.0,1
1,5423,2307,21.8,41563.0,1990.0,1
1,3165,1328,12.9,100000.0,557.0,1
1,5633,1392,21.7,82583.0,1073.0,1
1,3547,1851,15.4,76071.0,1312.0,0
1,2628,1286,36.5,29559.0,1414.0,0
1,6764,3090,6.1,78750.0,1593.0,0
0,3423,1343,18.6,74524.0,1350.0,0
1,3501,1434,10.9,67321.0,978.0,1
0,5735,2131,2.6,96714.0,693.0,0
0,3968,1518,8.5,92629.0,780.0,0
1,3711,1379,9.8,89167.0,679.0,1
0,1680,641,5.3,98125.0,287.0,0
0,4256,1749,5.3,95357.0,805.0,0
1,6005,2602,3.8,111215.0,659.0,1
0,2130,830,12.0,81940.0,536.0,0
0,1525,616,10.4,71250.0,461.0,0
0,1880,789,11.2,58816.0,579.0,1
0,4530,1681,5.0,107672.0,351.0,0
0,6000,2364,2.7,100088.0,618.0,0
0,2530,989,7.7,111026.0,540.0,0
1,3869,1525,2.4,93750.0,504.0,1
1,1227,490,5.2,93214.0,171.0,1
1,6979,2837,2.0,100160.0,1032.0,1
0,2205,739,2.9,131250.0,217.0,0
1,6927,3032,9.1,93438.0,1063.0,1
1,7341,2931,1.5,114081.0,628.0,1
1,6290,2448,3.3,93720.0,565.0,1
0,4967,2022,4.3,107386.0,468.0,0
1,1473,566,6.3,86094.0,277.0,1
0,3720,1479,5.0,87981.0,466.0,0
0,1133,496,6.5,92292.0,217.0,0
0,2903,1190,8.5,81772.0,644.0,1
1,1927,936,20.7,93942.0,587.0,0
1,2408,1236,17.4,116701.0,665.0,0
1,4915,2129,38.4,30563.0,3003.0,0
1,5583,1877,9.7,87511.0,1657.0,0
1,2112,788,30.7,77936.0,995.0,0
1,3987,1271,24.3,47126.0,1750.0,0
1,1788,600,33.5,62500.0,610.0,0
1,731,214,0.0,62083.0,51.0,0
1,2504,1031,8.7,104667.0,497.0,0
1,3258,1207,13.1,97829.0,903.0,0
1,4236,1371,27.9,69688.0,1638.0,0
1,2217,465,42.3,41667.0,1014.0,0
1,5207,1578,46.8,29226.0,2871.0,0
1,3402,1347,7.4,112444.0,669.0,0
1,2510,818,12.2,89276.0,576.0,0
1,2197,950,9.9,85074.0,488.0,0
1,12998,4375,28.6,50529.0,5296.0,0
1,3863,1145,7.8,115972.0,338.0,0
1,3847,1458,15.8,77500.0,937.0,0
1,2635,1134,15.0,96771.0,1033.0,0
1,3550,1255,20.3,74732.0,1338.0,0
1,2758,1113,3.8,139559.0,229.0,0
1,8525,2768,16.2,78289.0,2646.0,0
1,4693,1702,13.1,83950.0,1396.0,0
1,3914,1119,33.4,53704.0,1513.0,0
1,1535,468,22.7,61538.0,529.0,0
1,4301,1699,26.9,85638.0,1630.0,0
1,4024,1527,10.5,104743.0,830.0,0
1,3461,1349,5.2,95855.0,373.0,0
1,3925,1315,13.9,85052.0,1263.0,0
1,5153,1735,13.8,87977.0,1467.0,0
1,5758,2072,8.4,77692.0,1680.0,0
1,6428,2274,17.6,83164.0,1374.0,0
1,3067,1318,22.0,66333.0,1055.0,0
1,3450,1325,7.7,103333.0,462.0,0
1,3065,1141,12.8,140077.0,579.0,0
1,3813,1439,4.0,91307.0,370.0,0
1,2939,945,24.1,85893.0,1027.0,0
1,4259,1522,10.3,93839.0,813.0,0
1,3158,1091,7.2,77625.0,637.0,0
1,5955,2455,13.6,85714.0,1800.0,0
1,1558,578,8.0,129375.0,207.0,0
1,5433,2039,8.5,97270.0,880.0,0
1,4843,1834,6.2,92146.0,799.0,0
1,1633,587,71.2,12059.0,1093.0,0
1,3587,968,24.8,43333.0,1445.0,0
1,3946,1537,10.7,105111.0,764.0,0
1,6535,2355,8.0,110291.0,1362.0,0
1,2690,920,11.5,103603.0,452.0,0
1,6422,2473,5.1,107532.0,1068.0,0
1,3836,1347,4.7,115607.0,369.0,0
1,6372,2314,5.6,107355.0,854.0,0
1,4552,1619,10.1,97297.0,910.0,0
1,3510,1226,4.7,95231.0,550.0,0
1,3412,1416,3.4,138681.0,309.0,0
1,5141,1998,6.7,124904.0,1164.0,0
1,6330,2389,4.0,125096.0,612.0,0
1,3320,1158,4.6,118184.0,384.0,0
1,4265,1604,12.6,91903.0,1051.0,0
1,2970,1093,10.7,78375.0,822.0,0
1,4507,1624,2.7,132829.0,440.0,1
1,4968,1660,4.5,98565.0,1003.0,0
1,7388,2590,4.6,112857.0,625.0,0
1,4299,1556,6.0,123625.0,871.0,0
1,8583,2987,7.9,82703.0,2092.0,0
1,4549,1728,6.8,116359.0,867.0,0
1,4279,1615,10.6,106400.0,932.0,0
1,2523,941,30.7,56750.0,924.0,0
1,4815,1649,5.4,124559.0,675.0,1
1,7001,2414,1.2,132344.0,597.0,0
1,2974,1019,13.0,160040.0,472.0,0
1,1807,635,15.5,118333.0,364.0,0
1,7485,2249,4.6,117796.0,1278.0,0
1,5333,2001,12.5,85408.0,1279.0,0
1,5064,1682,12.5,105938.0,1380.0,0
1,1867,702,8.2,123214.0,270.0,0
1,6300,2136,7.4,116833.0,967.0,0
1,3572,1214,9.3,120000.0,523.0,0
1,6399,1837,28.2,66079.0,2217.0,0
1,8977,3150,16.8,109596.0,2242.0,0
1,6463,2192,9.9,118182.0,1413.0,0
1,5323,1927,2.8,105903.0,861.0,0
1,5376,1584,19.6,64840.0,2212.0,0
1,2880,845,19.3,64954.0,1063.0,0
1,8490,2627,4.4,121875.0,915.0,0
1,105,32,0.0,,0.0,0
1,4683,1429,19.4,73670.0,1793.0,0
1,3250,1008,20.9,83875.0,1439.0,0
1,5823,2005,7.7,97451.0,957.0,0
1,4259,1530,6.4,138050.0,577.0,0
1,2702,948,7.9,83145.0,807.0,0
1,4741,1634,6.5,87470.0,1150.0,0
1,5714,2103,3.4,114648.0,527.0,0
1,3820,1489,15.8,103229.0,856.0,0
1,3667,1205,10.4,96200.0,897.0,0
1,6193,2847,9.7,88427.0,1669.0,0
1,4108,1406,7.1,113355.0,815.0,0
1,5351,1810,11.6,103421.0,1484.0,0
1,2950,1092,13.7,101167.0,782.0,0
1,2137,696,5.5,132500.0,206.0,1
1,2953,980,12.6,74310.0,544.0,0
1,7245,2653,9.0,114082.0,1492.0,0
1,6735,2290,3.1,93906.0,1054.0,0
1,4929,1749,8.7,87847.0,1086.0,0
1,6369,1939,16.4,77422.0,1447.0,0
1,3265,1061,48.0,,1570.0,0
1,4848,1581,35.4,48071.0,2262.0,0
1,1250,448,21.9,84737.0,301.0,0
1,5813,1867,10.8,130926.0,925.0,1
1,4773,1754,2.5,117778.0,508.0,1
1,4473,1660,5.9,119477.0,783.0,1
1,5080,1623,2.7,133457.0,410.0,0
1,6871,2785,13.0,86182.0,2436.0,1
1,2399,834,4.4,142857.0,405.0,1
1,3786,1284,14.0,70893.0,1284.0,0
1,6588,2219,12.9,59438.0,2275.0,0
1,4079,1273,6.6,100227.0,1119.0,0
1,4309,1078,18.3,48431.0,1694.0,0
1,3522,1074,18.0,63125.0,1854.0,1
1,4385,1433,2.2,175815.0,549.0,1
1,5316,1748,5.9,166875.0,547.0,1
1,5588,1946,3.4,146771.0,748.0,0
1,4082,1327,3.6,127308.0,383.0,0
1,4755,1567,1.3,146172.0,198.0,1
1,4117,1456,4.4,129792.0,595.0,1
1,2063,730,2.1,160000.0,192.0,1
1,5873,1996,5.8,139286.0,648.0,0
1,5895,2421,7.2,108081.0,1732.0,0
1,6325,2099,2.7,164000.0,301.0,1
1,7348,2277,16.1,61301.0,2869.0,0
1,5486,1803,3.2,146111.0,687.0,1
1,5432,2200,3.8,150377.0,667.0,1
1,4134,1376,2.3,165556.0,208.0,1
1,5445,1898,3.9,140116.0,459.0,1
1,4003,1724,5.9,133906.0,641.0,0
1,3940,1233,4.0,128013.0,468.0,1
1,8006,2062,8.8,116773.0,1392.0,1
1,7629,1935,6.7,116897.0,1483.0,1
1,7333,1859,6.1,105625.0,1523.0,0
1,3274,627,57.2,27222.0,2473.0,0
1,4258,746,63.2,23978.0,4310.0,0
1,3245,1043,4.4,159740.0,325.0,1
1,5946,2041,3.3,124107.0,1202.0,1
1,5484,1843,4.6,137215.0,601.0,1
1,3013,1029,7.4,104907.0,466.0,1
1,951,325,12.2,72500.0,317.0,1
1,3831,1304,7.1,108672.0,569.0,1
1,3140,1367,15.0,87893.0,838.0,1
1,3752,1863,3.0,107171.0,395.0,1
1,5521,1125,34.5,60000.0,4078.0,1
1,7481,1409,62.4,24942.0,8167.0,0
1,5318,1094,37.7,52424.0,3519.0,1
1,5060,928,46.9,32839.0,4888.0,0
1,3891,778,34.8,59028.0,3217.0,0
1,5993,1920,21.2,47308.0,3082.0,0
1,3313,875,35.4,42650.0,1966.0,1
1,3482,664,39.9,43095.0,2867.0,0
1,6127,1379,38.3,36063.0,3876.0,0
1,4981,1873,20.4,64391.0,1820.0,0
1,5258,1361,20.4,59602.0,2090.0,0
1,5163,1397,15.4,94375.0,1825.0,0
1,5145,1884,11.8,96170.0,1305.0,1
1,6086,2140,3.1,139167.0,406.0,1
1,4275,1704,8.9,109861.0,997.0,0
1,6767,2213,0.9,154018.0,415.0,1
1,3008,773,5.1,148500.0,509.0,1
1,5581,1794,3.5,148986.0,353.0,1
1,3347,1017,7.6,160833.0,451.0,1
1,6075,2948,14.9,67049.0,2092.0,0
1,3510,1197,4.5,109333.0,571.0,1
1,2510,1236,5.4,141500.0,471.0,1
1,4257,1493,2.3,118092.0,934.0,1
1,3796,1311,5.3,154239.0,463.0,1
1,3381,1477,23.8,48813.0,1377.0,1
1,3835,1609,12.5,76563.0,1096.0,1
1,5667,2397,23.8,58772.0,2134.0,1
0,3145,1345,4.8,89219.0,391.0,0
