Urban,Pop2010,OHU2010,PovertyRate,MedianFamilyIncome,TractLOWI,LA1and10
0,5481,2081,9.5,62431.0,1473.0,0
0,2124,837,23.6,50268.0,858.0,0
0,3269,1322,11.0,64479.0,1166.0,0
0,1942,732,18.5,46071.0,914.0,1
1,5133,2598,33.5,74250.0,2328.0,1
1,2470,1285,29.2,90893.0,940.0,1
1,6960,2981,33.7,77529.0,3614.0,1
1,7652,2723,14.7,102042.0,2278.0,1
1,4152,1657,24.2,66875.0,2738.0,1
1,988,492,37.2,36536.0,404.0,1
1,5146,2653,52.8,44063.0,3684.0,1
1,3977,231,84.3,,914.0,0
1,3750,2255,73.1,,2283.0,0
1,3264,1377,25.7,86900.0,1739.0,0
1,5201,2471,42.9,59576.0,3354.0,1
0,7236,2776,9.2,97653.0,1444.0,0
1,9042,3703,26.2,42192.0,4786.0,1
1,4400,1740,10.1,84701.0,860.0,1
1,3325,1330,23.2,47266.0,1899.0,0
1,3565,1389,36.4,27400.0,2738.0,0
1,3226,1364,27.6,44087.0,1906.0,1
1,8528,3215,9.3,51566.0,3370.0,1
0,6705,2509,22.4,59452.0,4419.0,0
0,7623,2936,15.9,80349.0,2109.0,0
1,6621,2518,10.3,69789.0,1978.0,1
1,3645,1282,18.3,62832.0,1154.0,1
1,9990,3707,7.4,66566.0,3285.0,1
1,5181,1864,7.7,62700.0,1781.0,1
1,1998,777,13.1,60227.0,775.0,1
0,3643,1332,18.3,52365.0,1703.0,0
0,6826,2517,14.2,65263.0,1737.0,1
0,4257,1605,13.3,74211.0,1508.0,0
0,6317,2460,10.1,71555.0,1878.0,0
0,4820,1839,24.8,42667.0,2651.0,0
0,4957,1850,13.9,70169.0,1575.0,0
0,3583,1404,8.1,63516.0,848.0,0
0,5961,2399,21.7,68304.0,2328.0,0
0,5404,2030,19.6,61806.0,2101.0,0
1,2805,1187,13.2,58125.0,688.0,1
1,4140,1649,24.3,42759.0,2726.0,1
1,2062,1020,33.7,58833.0,1270.0,0
1,8032,2179,15.5,70729.0,1874.0,1
0,8228,3119,3.0,83805.0,1756.0,0
0,3755,1667,9.9,72639.0,1031.0,0
1,2445,1011,8.3,49417.0,859.0,1
0,6578,2587,13.7,71264.0,2115.0,0
0,9438,3440,10.2,106163.0,2765.0,0
0,3620,1434,22.2,40000.0,2016.0,0
0,2932,1125,25.7,50833.0,1012.0,1
0,1861,677,37.3,25900.0,1062.0,0
0,2886,1116,31.4,46250.0,1452.0,1
0,1403,597,28.5,42137.0,794.0,0
0,3156,1324,19.0,48456.0,1120.0,0
0,1187,502,11.4,84435.0,274.0,0
1,1559,701,39.3,32500.0,934.0,1
0,1307,564,17.8,67639.0,558.0,0
1,2113,281,35.5,,181.0,1
1,1262,531,22.6,47964.0,574.0,1
1,1940,897,28.5,53654.0,626.0,1
1,1531,673,36.7,30385.0,843.0,0
1,1935,831,19.9,43500.0,611.0,1
0,2309,880,30.2,48889.0,1158.0,1
0,1750,718,24.3,42375.0,780.0,1
0,760,335,35.7,24250.0,603.0,0
1,4399,973,39.3,36406.0,1287.0,1
1,3954,1497,33.0,37014.0,2387.0,1
1,3650,1407,32.0,33389.0,2310.0,1
1,4886,1900,8.4,63026.0,1989.0,1
1,1807,687,20.8,45625.0,967.0,1
1,2333,918,15.8,48188.0,1220.0,1
1,1878,710,9.8,61912.0,708.0,0
1,1598,621,21.2,44821.0,557.0,0
1,1992,833,34.2,40272.0,1065.0,0
1,2997,1245,28.1,28157.0,1598.0,0
1,2651,1335,23.0,42468.0,1323.0,0
1,4193,1988,10.1,64515.0,607.0,1
1,2061,1132,11.7,68750.0,557.0,1
1,2882,1623,19.5,64545.0,1138.0,0
1,3380,1281,67.0,12330.0,2438.0,1
1,3868,1829,42.1,22307.0,2198.0,0
1,1844,923,23.3,43107.0,886.0,1
1,1579,722,10.4,99375.0,410.0,1
1,4853,2595,17.0,57587.0,1742.0,1
1,4946,1769,27.7,42917.0,1823.0,1
1,1871,834,2.1,120893.0,174.0,0
1,3571,1537,1.4,122500.0,393.0,1
1,3386,1413,1.8,127400.0,144.0,1
0,1333,609,5.6,166250.0,158.0,0
1,2484,931,1.8,164861.0,95.0,0
1,2095,1092,8.5,83750.0,428.0,0
1,3495,1572,59.6,21198.0,2577.0,0
1,2101,869,34.8,28716.0,1128.0,0
1,5172,2197,35.0,36157.0,2844.0,0
1,4744,2061,41.1,24543.0,3087.0,1
1,3427,1545,46.1,27083.0,2738.0,1
1,3082,1465,31.5,39583.0,1881.0,1
1,4036,2069,14.6,77824.0,1228.0,0
1,2534,1291,4.3,115268.0,252.0,0
1,4039,1802,9.4,98438.0,1025.0,0
1,3074,1308,2.5,106391.0,288.0,1
1,3894,1971,20.9,75000.0,1429.0,1
1,5829,2411,7.6,88420.0,1357.0,1
1,4535,1797,3.2,97891.0,698.0,1
1,2466,989,2.5,112284.0,230.0,0
1,6224,2739,12.7,74458.0,1930.0,1
1,4387,1706,1.6,122222.0,198.0,1
1,3086,1265,51.7,21667.0,1924.0,0
1,2982,971,28.1,122500.0,913.0,0
0,9355,3477,12.6,78482.0,2664.0,0
0,5516,2109,5.2,74317.0,845.0,0
1,8125,2980,11.2,54274.0,2585.0,1
0,3868,1435,15.8,58341.0,1478.0,0
0,6027,2286,9.6,63223.0,1884.0,0
0,6736,2497,10.1,68986.0,1645.0,0
1,11342,4042,5.7,101340.0,3335.0,1
0,2926,1093,10.5,68666.0,1000.0,0
1,4288,1844,2.2,88241.0,1096.0,1
1,6759,2431,3.0,136181.0,507.0,1
1,9764,4514,27.5,45824.0,5043.0,1
1,5845,2039,6.9,116475.0,838.0,1
1,8187,2920,3.4,96786.0,787.0,1
1,7848,2910,5.5,90895.0,1584.0,1
1,7199,2796,13.5,73621.0,1826.0,1
1,9826,3674,5.2,96483.0,1743.0,1
1,12621,4557,2.2,137391.0,761.0,1
0,3124,1206,14.8,60030.0,1328.0,0
1,9111,2965,3.7,128030.0,650.0,0
1,5976,2103,6.7,161888.0,630.0,1
1,5058,1942,1.9,100465.0,521.0,0
1,8722,3110,5.9,126061.0,1016.0,1
1,3912,1959,7.8,63665.0,1645.0,1
1,6466,3016,15.3,71033.0,2381.0,0
1,1955,348,5.5,80125.0,207.0,1
0,8316,3811,7.3,114500.0,2682.0,0
0,5242,2086,4.9,92413.0,997.0,0
0,4339,1783,16.7,55469.0,1700.0,0
1,5235,2153,24.1,45993.0,2737.0,1
0,4762,1986,20.0,59444.0,1719.0,0
0,2150,866,32.2,32833.0,1045.0,1
0,2473,938,32.1,46500.0,1422.0,1
0,2088,841,21.2,43698.0,1026.0,1
0,4319,1751,10.5,76379.0,1475.0,0
0,5087,2029,20.9,39039.0,2732.0,0
0,2767,1166,21.3,47244.0,1106.0,0
0,1560,643,10.4,51250.0,540.0,0
0,4457,1890,16.4,48268.0,2338.0,0
0,5818,2202,14.6,41505.0,2365.0,0
0,2175,947,13.7,48889.0,989.0,0
0,3298,1405,26.9,47333.0,1703.0,0
0,5614,2369,13.6,54133.0,1960.0,0
0,2662,1064,31.0,37232.0,1817.0,0
0,5381,2114,15.8,56576.0,2405.0,0
0,4820,1954,12.2,71765.0,1489.0,0
0,6430,2646,9.5,71034.0,1695.0,0
1,4583,1926,20.0,63472.0,1843.0,1
1,3453,1364,9.4,64730.0,886.0,1
0,7454,3041,16.8,58893.0,2686.0,0
0,6510,2590,22.4,57000.0,2609.0,0
0,3724,1529,26.0,58516.0,1684.0,0
0,4024,1614,15.2,53981.0,1520.0,0
1,5014,1765,29.9,45179.0,3130.0,1
1,7726,2561,39.2,37367.0,4862.0,1
1,4267,1673,13.7,67118.0,1196.0,1
1,5492,1994,24.1,38688.0,2964.0,1
1,5409,1957,20.4,47384.0,2552.0,1
0,6028,2166,25.4,43106.0,3283.0,0
0,4688,1852,29.0,46618.0,2678.0,0
1,5354,2000,22.0,61607.0,2309.0,1
1,1416,668,29.3,136750.0,574.0,0
1,1233,506,40.4,22788.0,647.0,1
1,103,54,40.0,20069.0,788.0,0
1,1815,751,42.9,23596.0,976.0,1
1,2897,1004,43.3,23839.0,1176.0,0
1,2162,849,29.2,36591.0,1089.0,0
1,2451,974,34.2,43125.0,1289.0,1
1,4029,1593,24.8,44186.0,2304.0,0
1,1708,756,17.1,79808.0,592.0,0
1,2045,949,11.4,100686.0,481.0,0
1,1627,628,19.9,53929.0,752.0,0
1,2058,786,25.3,58125.0,688.0,0
1,2176,918,19.4,61250.0,750.0,0
1,2244,1003,30.7,29471.0,1387.0,0
1,3484,760,30.2,28580.0,801.0,1
1,3045,1045,13.7,40568.0,1274.0,0
1,2172,843,25.0,34643.0,825.0,0
1,2164,847,40.0,19732.0,940.0,1
1,1608,535,69.2,12344.0,1181.0,1
1,2634,1004,42.4,28796.0,1751.0,1
1,2254,835,30.6,47102.0,1291.0,1
1,3418,1311,24.0,45469.0,1416.0,1
1,1819,668,7.0,99000.0,322.0,1
1,3906,1333,28.0,40833.0,2091.0,0
1,2850,937,41.4,30246.0,1781.0,0
1,2188,757,31.8,32000.0,1424.0,0
1,2007,739,43.0,33292.0,1117.0,1
1,3761,1397,43.7,28088.0,2124.0,0
1,3439,1696,12.3,98036.0,920.0,0
1,2339,1084,11.5,97750.0,410.0,0
1,2682,1218,30.1,44661.0,1092.0,0
1,2446,970,63.4,21618.0,1705.0,0
1,4536,1989,29.1,48320.0,2211.0,0
1,3667,1541,35.2,41209.0,2147.0,0
1,3144,1285,8.2,77400.0,770.0,1
1,4370,1784,5.9,76250.0,1038.0,1
1,2768,1197,15.7,53727.0,1274.0,0
1,3629,1569,23.3,36222.0,1408.0,0
1,4769,2412,23.5,40104.0,1663.0,0
1,3557,1383,41.3,,1500.0,0
1,2683,1293,16.3,61285.0,969.0,0
1,4674,1681,7.6,113922.0,468.0,0
1,3693,1306,31.0,47647.0,2529.0,1
1,2540,843,33.0,32727.0,1652.0,1
1,1899,709,11.9,52770.0,654.0,1
1,2791,1107,26.8,40980.0,1430.0,0
1,7135,2608,9.9,64324.0,1915.0,1
1,3994,1497,17.2,55871.0,1263.0,1
1,3664,1525,16.3,98445.0,1192.0,1
1,2561,1038,1.6,158911.0,176.0,0
1,1532,641,35.5,39444.0,1038.0,1
1,791,0,0.0,,0.0,1
1,3125,1466,16.4,77813.0,1799.0,0
1,3805,1793,24.8,56833.0,1721.0,0
1,1300,525,15.9,51771.0,501.0,1
1,3425,1665,14.4,68490.0,866.0,0
1,4259,1966,8.0,75242.0,1021.0,0
1,4379,2075,11.4,80313.0,1246.0,0
1,3163,1411,4.5,70532.0,485.0,0
1,4477,2134,17.5,55682.0,1839.0,0
1,3833,1495,2.9,70595.0,1137.0,1
1,5762,2337,10.2,82378.0,1986.0,1
1,4402,1890,13.7,53016.0,1143.0,1
0,1467,573,31.1,49643.0,925.0,0
1,2076,815,31.4,30750.0,1251.0,1
1,969,360,57.5,22460.0,736.0,1
1,2538,987,20.3,36800.0,1687.0,1
1,910,362,44.5,22396.0,491.0,1
1,1303,490,58.0,16838.0,804.0,0
1,3289,1292,36.2,31637.0,2788.0,0
1,1872,658,51.7,21087.0,1225.0,1
1,1557,529,48.8,24940.0,939.0,0
1,1534,644,28.4,52279.0,633.0,0
1,1990,875,27.5,37292.0,1096.0,1
1,4068,1693,11.3,68656.0,1626.0,0
1,2973,1171,19.3,49517.0,1116.0,0
1,7164,2689,18.2,71918.0,2550.0,1
0,7182,2594,14.3,73056.0,1906.0,0
0,4942,1853,20.3,49040.0,1898.0,0
0,4538,1601,9.4,51250.0,1497.0,0
0,4996,1820,21.4,50115.0,2381.0,0
0,2941,1098,14.6,47266.0,1037.0,0
0,5080,1749,23.8,39896.0,2510.0,0
0,4592,1687,17.7,63101.0,1921.0,0
0,6575,2331,14.0,62365.0,2573.0,0
0,6036,2030,13.1,67476.0,1707.0,0
1,10520,3638,15.2,58693.0,4311.0,1
1,6313,2287,8.8,73280.0,1306.0,1
0,4702,1669,28.2,53125.0,1743.0,0
0,1821,669,17.7,51944.0,625.0,0
1,10046,3720,15.0,68339.0,3252.0,1
1,6901,2650,13.5,78468.0,2830.0,0
1,7548,2520,7.4,105702.0,1242.0,1
0,6016,2106,5.7,76758.0,1236.0,0
0,4878,1758,10.9,74075.0,1700.0,0
0,11958,4170,16.6,76280.0,3445.0,0
0,5548,1983,11.1,73000.0,1740.0,0
0,7341,2429,21.6,52169.0,2809.0,0
0,4064,1423,21.2,52808.0,1811.0,0
1,7958,2826,6.8,90450.0,1365.0,1
1,3280,1255,15.2,60313.0,1230.0,1
1,7604,2905,18.4,53244.0,3593.0,1
1,3973,1538,13.1,57829.0,1598.0,1
1,4559,1855,5.8,80900.0,1029.0,1
1,4717,1784,10.8,58938.0,1912.0,1
1,3110,1110,19.4,34421.0,1979.0,1
0,3390,1343,15.0,72321.0,999.0,0
0,2999,1047,28.7,61786.0,1425.0,0
0,2771,1207,10.9,67750.0,805.0,1
0,4439,1513,27.0,33882.0,2318.0,0
1,3647,1435,15.3,45458.0,1167.0,1
1,1856,673,42.7,35300.0,889.0,0
1,2371,855,46.9,35190.0,1317.0,0
1,1563,583,42.1,26140.0,832.0,0
0,1341,572,46.5,31875.0,854.0,1
0,1867,777,44.3,35481.0,1288.0,1
0,1500,632,29.5,29239.0,848.0,0
0,6323,2540,28.5,51190.0,3647.0,0
0,3542,1442,32.1,48750.0,1245.0,0
0,6681,2529,25.9,53688.0,2629.0,0
0,1814,722,30.9,45476.0,704.0,1
1,1174,377,30.3,110417.0,150.0,0
1,1605,417,23.7,53864.0,266.0,1
1,1666,628,40.6,20278.0,1084.0,1
1,4893,1729,43.3,19989.0,2401.0,0
1,3656,1467,23.0,46464.0,1452.0,0
1,1148,500,61.3,19091.0,1254.0,0
1,1388,595,36.8,33512.0,937.0,0
1,2515,266,2.0,102083.0,125.0,1
1,1369,479,59.4,17953.0,1230.0,1
1,3569,1512,56.6,25089.0,2140.0,1
1,1771,742,66.6,15184.0,1145.0,0
1,2497,1068,23.3,47500.0,895.0,0
1,3618,1646,8.6,109000.0,780.0,0
1,3760,911,43.2,40924.0,1198.0,0
1,3769,1556,33.6,34583.0,2078.0,0
1,5463,2241,9.0,47784.0,2349.0,0
1,3411,1486,16.3,53561.0,1295.0,0
1,3151,1419,16.5,59286.0,1191.0,0
1,4554,1816,13.7,100208.0,1207.0,0
1,4091,1503,30.5,43510.0,1879.0,0
1,4518,1666,29.1,33527.0,2850.0,0
1,1185,442,37.2,31509.0,691.0,0
1,3136,1236,38.2,30909.0,1616.0,0
1,2008,830,22.8,50765.0,785.0,1
1,2754,958,24.6,34783.0,1432.0,0
1,5956,2499,7.7,77218.0,1512.0,0
1,4467,1804,3.6,101250.0,692.0,0
1,4220,1860,22.1,56895.0,1999.0,0
1,8217,3156,32.7,37045.0,4188.0,1
1,3344,1164,39.3,22969.0,1705.0,1
1,3774,1336,25.0,41276.0,2094.0,1
1,5724,2142,28.2,43232.0,2570.0,1
1,3495,1462,7.8,78717.0,825.0,0
1,6376,2849,24.2,60118.0,2336.0,0
0,3689,1336,6.8,74450.0,710.0,0
1,4576,1756,33.3,39294.0,2635.0,0
1,623,197,1.6,60962.0,229.0,1
1,2104,800,16.4,43750.0,1066.0,1
1,5656,2363,20.0,47410.0,2627.0,1
1,3614,1788,24.6,40625.0,2086.0,1
1,8896,3788,7.2,126105.0,1476.0,1
1,4599,1948,5.1,77279.0,898.0,0
1,7637,3209,2.9,82857.0,1861.0,1
1,2495,1163,14.2,64000.0,1094.0,1
1,4933,2544,38.0,53500.0,2665.0,1
1,3246,529,18.2,77813.0,510.0,1
0,839,310,18.5,82917.0,841.0,0
1,3722,1388,2.9,105028.0,791.0,1
0,870,331,2.7,135000.0,111.0,0
1,7828,2550,37.7,32714.0,4892.0,1
0,3533,1286,2.9,99088.0,564.0,1
1,3473,1425,3.2,89527.0,595.0,1
1,4964,2036,23.7,53920.0,1981.0,0
1,4531,1573,2.9,107712.0,247.0,1
0,947,345,3.3,126554.0,162.0,0
1,4622,2099,10.3,76455.0,810.0,1
0,1284,516,18.1,66176.0,608.0,0
0,3140,1267,10.8,106523.0,991.0,0
0,1107,447,1.0,91964.0,210.0,0
0,1526,668,17.4,52813.0,522.0,1
0,2186,945,15.6,44955.0,1032.0,1
0,4865,2019,22.8,61484.0,1682.0,1
1,3762,1373,34.3,36341.0,2053.0,1
0,3611,1408,29.5,50727.0,1582.0,0
1,2243,812,29.1,39792.0,1252.0,1
1,4435,1714,35.4,29533.0,2212.0,0
1,3623,1427,8.0,88672.0,695.0,1
1,2748,1240,8.3,64313.0,827.0,0
1,3929,1739,11.3,61103.0,1082.0,0
1,3526,1090,55.8,24714.0,1859.0,1
1,4116,1378,41.4,33102.0,2808.0,1
1,3121,1197,29.9,42041.0,1406.0,0
1,5511,2158,26.0,53600.0,2499.0,0
1,3234,1236,8.9,60272.0,1498.0,0
1,5036,1963,10.2,70160.0,1660.0,1
1,875,354,3.6,77917.0,185.0,1
0,2014,854,7.9,81833.0,788.0,0
1,6262,2828,19.6,56032.0,2317.0,1
0,4353,1622,10.0,93710.0,707.0,0
1,3909,1633,13.2,72319.0,1240.0,0
1,4577,1964,25.5,38639.0,2680.0,1
0,6530,2472,10.4,62131.0,2269.0,0
0,7940,3130,4.0,74000.0,1371.0,0
1,3481,1384,5.9,80068.0,1081.0,1
1,3971,1733,11.3,56774.0,1015.0,0
1,5554,2125,6.4,69201.0,1465.0,1
0,5161,1915,11.9,77543.0,1303.0,0
0,5208,2044,12.4,60000.0,1634.0,0
0,5687,2079,16.8,52253.0,2714.0,0
0,5655,2164,11.4,64000.0,1686.0,0
0,2658,1057,18.8,52045.0,877.0,0
0,6376,2530,13.4,66122.0,2156.0,0
0,1055,467,36.3,23438.0,594.0,1
0,5557,1932,43.3,35951.0,3309.0,1
0,3979,1548,40.8,29018.0,1977.0,1
0,4837,1894,12.8,75625.0,1382.0,0
0,3656,1537,23.0,43962.0,1894.0,0
0,2029,890,26.7,49450.0,1031.0,0
0,3840,1510,27.4,42448.0,1728.0,0
0,5384,2181,30.2,50452.0,2697.0,0
0,2002,842,17.4,50900.0,785.0,0
0,1668,711,19.8,43403.0,810.0,0
0,2431,990,15.0,66406.0,643.0,0
0,4994,1958,37.1,33792.0,3314.0,0
1,8053,3418,19.3,70757.0,2759.0,1
1,7023,2405,40.4,42083.0,3618.0,1
0,2753,1138,20.2,49036.0,1441.0,0
0,3975,1748,25.3,51923.0,1943.0,0
0,3615,1426,22.8,45545.0,1397.0,1
0,3251,1284,12.4,56447.0,1358.0,1
0,4266,1818,16.2,63722.0,1482.0,0
0,4591,1803,18.2,43413.0,2057.0,0
1,5078,2060,16.5,53027.0,2037.0,1
0,2112,773,23.3,43125.0,988.0,1
1,2091,909,40.7,24261.0,1567.0,0
1,3548,1479,29.7,39158.0,1446.0,0
1,5290,2364,6.1,63078.0,1754.0,0
1,2857,1244,13.9,61655.0,1197.0,1
1,2019,884,15.8,54651.0,1021.0,1
1,6672,2451,30.4,31744.0,4160.0,1
1,3793,1445,32.4,43534.0,2072.0,0
1,3110,1290,45.1,30000.0,1957.0,0
0,7031,2799,21.4,47734.0,3747.0,0
0,6946,2486,10.2,75000.0,2488.0,0
0,3727,1439,10.3,62167.0,1058.0,1
0,1873,855,23.9,39821.0,995.0,1
0,3990,1584,13.4,60313.0,1339.0,1
0,8758,3234,4.2,68925.0,2161.0,0
1,5229,2203,2.2,68750.0,995.0,1
0,4372,1652,21.5,55481.0,1941.0,0
0,6664,2563,10.6,67083.0,2559.0,0
0,5808,2190,17.9,54489.0,2454.0,0
0,6137,2384,23.9,53095.0,2826.0,0
0,6661,2705,21.9,60250.0,2889.0,0
1,5279,2251,9.3,72800.0,1726.0,1
0,5509,2110,14.5,65768.0,1961.0,0
0,4731,1784,21.2,60208.0,2161.0,0
0,3718,1456,21.2,54919.0,1539.0,0
0,11002,4057,8.5,81846.0,1582.0,0
0,9725,3035,8.9,60710.0,3212.0,0
0,4127,1632,21.7,63083.0,1653.0,0
0,1038,397,13.6,70938.0,296.0,0
0,2718,971,3.2,136442.0,390.0,0
1,3231,1867,27.2,73125.0,1383.0,0
1,4712,1973,13.4,109623.0,1110.0,1
0,7114,2488,4.6,98717.0,1024.0,0
0,3742,1501,3.6,81098.0,513.0,0
1,6429,2474,4.0,141369.0,1030.0,1
1,5277,1890,5.3,140769.0,521.0,1
1,7016,3290,4.7,101250.0,1253.0,1
1,5639,2116,4.9,127679.0,590.0,1
1,3987,1366,3.3,116042.0,379.0,1
1,3938,1413,11.6,80345.0,862.0,1
1,3084,1537,10.3,59559.0,668.0,0
1,5670,2245,9.9,63064.0,1828.0,0
1,5360,2054,5.8,81910.0,1534.0,1
1,3834,1505,5.6,84840.0,476.0,1
1,2459,831,10.8,80338.0,579.0,1
1,5250,1897,8.4,76080.0,1224.0,1
1,5410,2152,6.5,120375.0,680.0,1
1,4399,1429,5.5,123906.0,710.0,1
1,1150,455,0.9,121667.0,69.0,1
1,4761,1872,2.0,137932.0,272.0,1
0,3686,1210,2.1,130139.0,376.0,0
0,6069,2050,3.4,109547.0,471.0,0
1,1384,527,8.2,71500.0,456.0,1
1,5668,1944,5.7,98519.0,918.0,1
1,2091,940,16.2,75743.0,1020.0,1
1,2624,809,2.5,134107.0,231.0,1
0,2849,1317,7.2,90262.0,508.0,0
1,2865,987,0.6,101396.0,479.0,1
1,1250,504,22.1,50091.0,853.0,0
0,3426,1405,18.1,71103.0,1184.0,0
1,1954,523,38.2,42131.0,485.0,1
0,3504,1360,17.0,48516.0,1575.0,0
1,6734,2503,7.9,77958.0,2047.0,1
0,2122,816,3.1,91750.0,463.0,0
1,6821,2306,14.7,92443.0,1923.0,1
0,6847,2599,10.3,78047.0,2268.0,0
1,5825,2042,4.8,80709.0,1323.0,1
1,3167,1219,1.4,90469.0,304.0,1
0,6941,2640,5.4,89107.0,1995.0,0
0,4483,1295,16.3,77708.0,1382.0,0
0,3766,1428,16.2,68047.0,1320.0,0
0,3874,1632,21.1,75991.0,1392.0,0
0,4006,1542,9.6,68563.0,981.0,0
0,2747,1102,17.6,49928.0,1236.0,0
0,37,17,0.0,,0.0,0
0,6251,2510,35.1,39250.0,3028.0,0
0,1850,742,24.4,48654.0,1003.0,1
0,4447,1841,30.4,45069.0,3047.0,0
0,1215,536,27.8,48816.0,599.0,0
1,5171,1897,4.5,77930.0,712.0,1
0,5030,1900,10.2,63516.0,1696.0,0
0,4019,1542,9.7,75590.0,831.0,0
0,3752,1480,12.1,57730.0,1649.0,0
0,3478,1240,38.8,30096.0,1837.0,0
0,4450,1854,10.6,72318.0,1408.0,0
0,2783,1123,12.9,54628.0,1017.0,0
0,2898,1139,24.4,29491.0,1520.0,0
1,3086,1294,50.7,21078.0,2395.0,1
1,2496,474,10.8,33750.0,489.0,1
1,3375,1237,17.0,54952.0,895.0,0
1,2922,1204,30.6,47279.0,1477.0,1
0,4742,1894,19.6,48793.0,2457.0,0
0,2902,953,22.3,53523.0,1188.0,0
1,6191,2506,25.1,39821.0,3449.0,1
0,2873,1156,20.4,40156.0,1443.0,0
0,5591,2183,16.5,49776.0,2703.0,0
0,4857,1972,25.3,39857.0,2397.0,0
0,4308,1705,20.1,66250.0,1632.0,0
1,2216,1025,47.1,33421.0,1713.0,0
1,2948,1201,10.4,66083.0,764.0,0
1,2203,911,21.3,49145.0,881.0,1
0,2507,990,15.8,54327.0,899.0,1
0,4136,1646,21.2,57905.0,1498.0,0
1,4051,1621,32.0,33750.0,2643.0,1
0,4773,1999,17.9,46339.0,2176.0,0
0,6382,2575,18.4,58472.0,2392.0,0
0,4703,1790,20.9,51279.0,1905.0,0
0,4243,1818,12.3,61287.0,1238.0,0
0,2950,1430,7.1,81034.0,385.0,0
0,1705,747,38.9,30919.0,1154.0,0
0,6166,2369,22.4,54307.0,3240.0,0
1,3276,1137,1.0,140833.0,151.0,1
0,3083,1213,6.1,80156.0,478.0,0
0,6727,2512,9.0,80719.0,1705.0,1
1,3447,1282,5.9,91029.0,732.0,1
1,8689,3186,8.4,85922.0,2288.0,1
0,2573,1032,17.1,84563.0,594.0,0
0,4919,2283,13.2,78167.0,1357.0,0
0,6324,2469,10.3,72629.0,1452.0,0
0,3721,1414,15.4,46771.0,1509.0,0
0,3043,1189,8.3,77742.0,581.0,0
1,4131,1634,23.5,62368.0,1465.0,0
1,2497,1114,32.4,46455.0,1407.0,0
1,2896,1149,13.8,135134.0,769.0,1
1,4219,1753,3.2,137534.0,627.0,1
1,3665,1861,20.9,74583.0,1181.0,0
1,2374,929,27.0,47279.0,1089.0,1
0,4520,1647,17.9,55638.0,1588.0,0
1,9955,3606,5.7,77244.0,2637.0,1
0,6568,2354,7.4,71656.0,2249.0,0
0,7684,2928,6.7,67431.0,2086.0,0
0,2686,965,9.7,81500.0,801.0,0
0,3825,1517,9.0,74905.0,1013.0,0
1,2751,1137,34.1,32750.0,1832.0,1
1,2655,1087,21.4,52540.0,946.0,0
1,7031,362,19.4,109250.0,198.0,1
1,3769,1440,57.7,69107.0,974.0,0
1,3525,1987,46.6,50536.0,1533.0,0
1,2844,1043,36.3,46563.0,1795.0,0
1,2701,819,27.9,35370.0,1369.0,0
1,4204,1591,41.1,25934.0,3388.0,1
1,2685,1095,45.8,24881.0,2351.0,0
1,3334,1655,22.7,42609.0,1686.0,0
1,1926,811,45.9,24688.0,1401.0,0
1,4096,2098,54.6,50098.0,2005.0,0
1,4466,2097,22.6,47423.0,3083.0,0
1,6612,2876,18.9,68529.0,3003.0,1
1,3141,1590,21.0,35037.0,1789.0,0
1,4243,1842,9.5,58018.0,1956.0,1
1,3030,1361,16.3,64167.0,1316.0,1
1,2656,1325,22.0,59093.0,962.0,0
1,6210,2525,33.2,36538.0,3741.0,0
0,1785,653,18.9,52813.0,814.0,0
1,6122,2310,6.2,84063.0,773.0,1
0,3824,1413,0.8,90120.0,603.0,0
1,2876,1162,45.5,,1169.0,1
1,4281,1538,17.3,64306.0,2724.0,1
1,3067,1150,39.9,30778.0,1527.0,0
0,3739,1522,27.3,42727.0,1414.0,0
0,4304,1676,16.3,55120.0,1634.0,0
1,7049,2856,21.1,67583.0,2362.0,1
1,2306,921,20.8,53500.0,1022.0,1
0,2497,1001,12.8,58636.0,971.0,0
0,3092,1238,13.1,60787.0,788.0,0
0,5613,2176,20.6,59274.0,2822.0,0
0,5071,1934,13.0,68708.0,1677.0,0
0,3851,1496,32.9,39358.0,2116.0,0
0,3581,1514,17.2,44977.0,1400.0,0
0,3445,1337,16.4,53750.0,1233.0,0
0,3557,1416,20.2,52270.0,1665.0,0
0,3691,1452,12.6,51827.0,1648.0,0
0,3456,1405,29.5,44322.0,1470.0,0
0,1484,609,22.5,55750.0,655.0,0
0,4085,1620,20.8,54567.0,1646.0,0
0,3709,1450,20.6,56667.0,1511.0,0
0,2493,948,19.6,52188.0,1014.0,0
0,2775,1141,12.6,50000.0,932.0,0
0,4321,1651,13.8,58750.0,1436.0,1
0,3353,1294,25.5,42375.0,1697.0,1
0,4589,1698,28.1,43598.0,2564.0,0
0,2543,974,18.4,66250.0,788.0,1
0,1308,481,52.7,18750.0,1315.0,1
0,4533,1750,25.9,46463.0,2303.0,0
0,3789,1411,26.1,45664.0,1382.0,1
0,2040,842,34.4,36375.0,842.0,1
0,2393,980,11.7,54327.0,1016.0,0
0,2871,1226,17.6,53158.0,1200.0,0
0,2620,1143,18.6,55714.0,1013.0,0
0,5415,2181,13.3,42593.0,2750.0,0
0,4595,1909,12.1,49074.0,1603.0,0
0,4432,1838,23.8,41220.0,2372.0,0
0,2158,886,16.7,48472.0,1031.0,1
0,3141,553,15.4,77941.0,1197.0,1
0,1185,285,16.6,61250.0,289.0,1
0,4376,927,7.2,97344.0,1246.0,0
